Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c3583a9a-a681-0f76-b6f4-7c22b1abca3a,2019-07-03,,999-37-3423,,,,Rudolph554,Matt836,Cruickshank494,,,,white,nonhispanic,M,El Centro  California  US,741 Rowe Parade,South El Monte,California,Los Angeles County,6037,91733,34.09333669156685,-118.07434187578691,1800.00,30402.50,33713
db74aad1-4823-9bea-f477-2cf55025fb1f,1971-03-23,,999-49-2911,S99913722,X23954475X,Mrs.,Alanna27,Delta800,Hagenes547,,Schinner682,M,hawaiian,nonhispanic,F,Los Angeles  California  US,820 Daniel Mill,San Lorenzo,California,Alameda County,6001,94580,37.6521176200763,-122.1756893679128,440755.85,902969.46,727026
8a778f47-da27-0582-2a0f-5bb6c7724263,1987-09-25,,999-94-9767,S99936946,X16254864X,Mr.,Bernard308,Abe604,Jakubowski832,,,M,asian,hispanic,M,Artesia  California  US,353 Kilback Skyway Suite 92,Los Angeles,California,Los Angeles County,6037,90039,33.802958435918946,-118.18339720668,75352.31,898189.75,74059
7f09928b-a3b4-8496-041f-31413cdde721,1979-03-30,,999-59-6281,S99953277,X54482584X,Mrs.,Michell380,Tanisha724,Ruecker817,,Harvey63,M,white,nonhispanic,F,Oceanside  California  US,662 Goyette Parade,Concord,California,Contra Costa County,6013,94597,38.00212889153763,-121.98969623243373,633894.62,548427.54,81772
954768eb-f267-f813-1443-95487e7954da,2011-04-23,,999-64-8281,,,,Felipe97,,Guzmán14,,,,white,hispanic,M,La Paz  Baja California  MX,770 Lynch Trail Suite 90,Los Angeles,California,Los Angeles County,6037,91342,34.067254393582445,-118.37146710042079,1650.00,29118.32,8610
eb38d04d-943c-49d0-b7ed-aeffffb333f6,2000-04-20,,999-60-4294,S99952800,X13183283X,Ms.,Milda157,Elizabet136,Maggio310,,,,white,nonhispanic,F,Santa Monica  California  US,611 Torphy Extension,Pala,California,San Diego County,6073,92059,33.326411106644656,-117.10523821443434,94744.57,177739.85,48009
eb896e78-19a4-4195-c180-743b3c90b584,1942-07-11,1998-06-21,999-30-9659,S99982096,X2362064X,Ms.,Lurline371,Rachael540,Kreiger457,,,S,white,hispanic,F,Monrovia  California  US,151 Christiansen Heights Suite 55,East Los Angeles,California,Los Angeles County,6037,90022,34.054814695089945,-118.14800604664977,18724.70,1072533.39,12904
5c0da5a0-620e-8c12-dee9-8ec55837bb88,2001-08-07,,999-82-8945,S99913395,X38052853X,Ms.,Manda751,Glenna97,Kovacek682,,,,hawaiian,hispanic,F,Los Angeles  California  US,949 Denesik Glen Unit 63,Los Angeles,California,Los Angeles County,6037,90501,33.77432718413474,-118.28652661910718,47270.75,278100.69,40927
9d583e3d-6848-21ce-2d11-3e38641bb549,1983-02-24,,999-50-8607,S99924478,X27741379X,Mr.,Lorenzo669,Burt293,Bayer639,,,M,black,nonhispanic,M,Los Angeles  California  US,133 Legros Walk Suite 36,Elk Grove,California,Sacramento County,6067,95757,38.4217567097321,-121.45078610400525,25888.66,668288.52,25288
7d7b8276-e815-c045-fa59-0dee18c09753,1976-03-13,,999-50-2389,S99950135,X79832621X,Ms.,Silvana620,Barbara209,Connelly992,,,S,white,nonhispanic,F,Yorba Linda  California  US,635 Cole Mall Unit 84,Vallejo,California,Solano County,6095,94591,38.26203976061555,-122.16967114453958,511838.55,275925.23,66913
e536b3f5-9f61-b855-d3ea-f000a0b7cebf,1987-02-23,,999-88-6262,S99931529,X16855296X,Mr.,Earle679,Gail741,Rosenbaum794,,,M,white,nonhispanic,M,Diamond Bar  California  US,184 MacGyver Spur Suite 5,San Clemente,California,Orange County,6059,92624,33.37592748667659,-117.61256692755512,20520.41,84189.38,38497
576e16a9-e93c-d03f-6eee-3006f68536cf,1968-01-10,,999-28-5242,S99910297,X12507576X,Mrs.,Inés791,Margarita164,Díaz674,,Ruiz676,D,hawaiian,hispanic,F,Wesley  Saint Andrew Parish  DM,428 Kemmer Rapid,South Gate,California,Los Angeles County,6037,90280,33.91795099292651,-118.23749415214381,389973.45,1182909.82,105999
c8b64578-9a07-cbac-1da5-662329d90a4b,2017-10-09,,999-24-3266,,,,Homero668,Vicente970,Bustos920,,,,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,398 Crona Haven,Murrieta,California,Riverside County,6065,92590,33.51584433897816,-117.2622640754198,1850.00,36935.57,10858
eb8a4b2c-7099-1b42-753f-26b8ee5f7676,1964-11-29,,999-78-8112,S99993504,X21739413X,Mrs.,Vi771,,Becker968,,Wiza601,M,white,nonhispanic,F,Modesto  California  US,800 Boehm Tunnel Apt 86,Santa Clara,California,Santa Clara County,6085,95126,37.38540776725616,-122.00100425448801,287844.54,532109.37,896708
4af394de-797e-2eb7-9f10-d2b73de57fdc,1958-06-16,,999-73-4003,S99917341,X81385994X,Mr.,Van763,Jean712,Doyle959,,,W,white,nonhispanic,M,Los Angeles  California  US,1017 Mertz Terrace Suite 35,Menifee,California,Riverside County,6065,92587,33.8283683399371,-117.2922261927171,287823.12,155735.37,149823
d9ff0c16-7c39-5a43-705c-b884a2d297c1,1973-06-24,,999-35-9413,S99991876,X47457584X,Mrs.,Corrine68,Fonda178,Kautzer186,,Kirlin939,M,white,nonhispanic,F,Riverside  California  US,192 Luettgen Haven Suite 86,Los Angeles,California,Los Angeles County,6037,90744,34.00256606719273,-118.31254571745217,501318.90,1304246.03,37691
58886a4c-df26-1051-b373-46e83110c6ec,1980-12-02,,999-91-5119,S99924453,X49414075X,Mrs.,Sherlyn657,,Herzog843,,Harris789,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,332 Wuckert Gate Suite 57,La Habra,California,Orange County,6059,92835,33.92673360887942,-117.9143473453402,13738.07,1450998.57,7487
14434809-abb7-6fec-8b33-9467d442ac58,1925-04-26,2000-08-20,999-24-3484,S99940055,X57691879X,Mrs.,Nu535,Edward499,Nolan344,,Langworth352,M,asian,nonhispanic,F,Anaheim  California  US,973 Grady Landing Suite 48,Oakland,California,Alameda County,6001,94613,37.82948615720875,-122.24639969230788,1990726.98,1908238.18,68710
2049ba12-5d6c-2a02-10c4-f59be9b15bec,1957-04-27,,999-21-4661,S99964638,X87351998X,Mr.,Tristan353,Tyron580,Gottlieb798,,,M,white,nonhispanic,M,Moreno Valley  California  US,194 Schneider Viaduct Unit 70,Rosemead,California,Los Angeles County,6037,91733,33.994721623889504,-118.13834646212104,17441.30,435594.72,19402
96041299-d802-32ff-058d-2196b8055a40,1982-06-11,,999-61-2188,S99948048,X28199819X,Mrs.,Alease857,Grisel924,Jaskolski867,,Runte676,M,white,nonhispanic,F,South Pasadena  California  US,383 Tromp Crossing Suite 33,Oakland,California,Alameda County,6001,94611,37.792455280065425,-122.25179813004361,17197.51,2063335.11,11775
b13980eb-89aa-7020-263c-a9f8cd95515c,1971-03-11,,999-58-4796,S99928706,X44288092X,Mrs.,Barbara209,María Eugenia578,Garza151,,Camacho176,D,white,hispanic,F,San Juan  Puerto Rico  PR,590 Crooks Burg,Garden Grove,California,Orange County,6059,92703,33.763961054818296,-117.88034899071884,370395.45,710165.17,128807
220335a8-461d-b575-cfae-649760e550d7,1959-07-07,,999-98-6288,S99982838,X8892049X,Mr.,Doyle959,,Pouros728,,,W,white,nonhispanic,M,Fresno  California  US,787 Olson Frontage road Unit 86,Stockton,California,San Joaquin County,6077,95206,38.00218402306522,-121.22399908224656,403329.10,871550.61,42659
462ff935-98ad-2128-ded2-457fad291d7a,1992-05-26,,999-35-9339,S99985517,X72402107X,Mrs.,Star250,Alethea978,Hermann103,,Ritchie586,M,asian,nonhispanic,F,Cantho  Cần Thơ  VN,283 Wiza Landing,Santa Paula,California,Ventura County,6111,93060,34.392530058712836,-119.11077492405319,9364.97,992276.13,14996
f3698354-ea19-40d0-186e-8c5054c415b9,1952-04-01,,999-93-2093,S99938492,X33088848X,Mrs.,Rocio28,,Bahena335,,Curiel392,M,other,hispanic,F,Wesley  Saint Andrew Parish  DM,626 Gulgowski Road,Los Angeles,California,Los Angeles County,6037,90036,34.237332784270436,-118.52936765925526,186383.32,1743630.64,185990
cb871496-cb57-7c50-c626-cc5f03923574,1992-06-23,,999-89-7487,S99962444,X71909806X,Mrs.,Thresa531,Emiko501,Lowe577,,Reynolds644,M,white,nonhispanic,F,Danville  California  US,753 VonRueden Port,Oceanside,California,San Diego County,6073,92028,33.25844787919252,-117.45851558232938,9662.14,676254.38,11824
3c3417de-5776-5e1e-351c-47a258e81785,1944-04-16,2008-07-08,999-13-7982,S99993752,X50022263X,Mr.,Claude750,Moshe758,Konopelski743,,,S,white,hispanic,M,Los Angeles  California  US,892 Marks Run,Running Springs,California,San Bernardino County,6071,92382,34.234597543111136,-117.09420013909283,277733.64,23931.01,49023
acb9b0ff-9012-b6b7-e7bd-549a8d10a9f1,2011-03-12,,999-35-9498,,,,Hipolito984,Clifford177,Deckow585,,,,white,hispanic,M,San Leandro  California  US,450 Morar Route Unit 75,Laguna Hills,California,Orange County,6059,92677,33.59975126678706,-117.72861981289697,51702.70,453447.78,115597
d4f103ce-8774-e702-5e92-164e57bbc96d,1986-04-25,,999-36-5603,S99951658,X59353729X,Ms.,Emilie407,Gita759,Cormier289,,,S,black,hispanic,F,Los Angeles  California  US,740 Heidenreich Forge Unit 26,Bakersfield,California,Kern County,6029,93301,35.40044695360278,-119.13409507319739,205522.71,219857.52,111802
ee153b57-92a8-3b0e-37f9-9f32605a2c99,1993-03-17,,999-29-2745,S99943847,X56906838X,Mrs.,Jeanene972,Lea264,Jones311,,Von197,M,white,nonhispanic,F,Glendale  California  US,533 Mayer Burg,Simi Valley,California,Ventura County,6111,91362,34.33099375497056,-118.7095431402399,11867.63,1145614.99,13771
7e334017-9175-49f5-cadf-3e08d9a54e38,2009-05-26,,999-39-7079,S99940952,,,Maxwell782,Joel444,Quitzon246,,,,white,nonhispanic,M,Galt  California  US,591 Bartoletti Rapid Unit 78,San Francisco,California,San Francisco County,6075,94134,37.81807166214983,-122.46852905400475,38506.31,5392.48,80085
0944d411-8a6e-e3da-f7ce-71113992a372,1925-04-26,,999-99-2769,S99935702,X65888799X,Mrs.,Cristie97,,Harvey63,,Beahan375,M,asian,nonhispanic,F,Redding  California  US,752 Becker Village Suite 6,Oakland,California,Alameda County,6001,94602,37.78833196588225,-122.1981229431768,1380444.89,1521897.65,68710
a10d7df1-a06f-4d6d-79a9-54ec459c2406,1995-04-20,,999-26-2160,S99938267,X8833604X,Mr.,Jamie386,Allen322,Koelpin146,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,1011 Bode Park,Westminster,California,Orange County,6059,92647,33.795341575450166,-118.06285703170332,84695.04,29715.00,99222
59b46a85-6150-f778-09be-edb25de95f5b,1977-10-28,,999-66-9018,S99943348,X14398299X,Mrs.,Serafina151,Jacquiline133,Cummings51,,Ankunding277,M,white,nonhispanic,F,Stockton  California  US,418 Kutch Well,Moorpark,California,Ventura County,6111,93021,34.265778836358464,-118.93078336685166,158913.21,40807.53,111108
ceaa4bd6-018d-b85e-683f-c8ca09d82b37,1962-11-23,,999-89-2522,S99931794,X71390735X,Mr.,Theodore876,,Parisian75,,,W,asian,nonhispanic,M,Stockton  California  US,512 Schowalter Pathway Suite 73,San Jose,California,Santa Clara County,6085,95131,37.26474943619498,-122.07797029509575,206306.32,313832.50,160498
16a9a303-7e22-887a-a4de-842a15fd27e0,2004-11-06,,999-17-7965,S99988175,X79703711X,Ms.,Gwen761,,Heathcote539,,,,white,nonhispanic,F,Fontana  California  US,609 Pacocha Bay Suite 96,Long Beach,California,Los Angeles County,6037,90804,33.83368405794847,-118.11446901235372,86453.95,183613.63,49065
9f7e8c56-bf79-4ad4-5625-d332d8511457,1973-03-30,,999-76-2147,S99928242,X47950717X,Mr.,Elliott563,Spencer878,Kuphal363,,,M,white,hispanic,M,Los Angeles  California  US,958 Goyette Pathway Unit 56,Fresno,California,Fresno County,6019,93619,36.76678683048347,-119.89532101914929,131791.21,6608.64,68442
10b54549-596d-f666-a239-da1d00004107,2022-07-27,,999-80-5666,,,,Buena501,Bee658,Robel940,,,,asian,nonhispanic,F,San Jacinto  California  US,678 Johnston Flat,Tracy,California,San Joaquin County,6077,95304,37.728986027604144,-121.41777813627668,5869.76,15688.36,96289
b2d2aea8-4759-968f-df75-03ef7d0782c5,1960-05-07,,999-60-6378,S99969563,X42637931X,Mr.,Nathanael908,,Veum823,,,M,white,hispanic,M,Palm Springs  California  US,698 VonRueden Key,Pomona,California,Los Angeles County,6037,91765,34.035049104195956,-117.85306795000487,258792.30,700858.99,183697
295a64bf-e6f5-1d92-363e-86c1d53c4b63,1942-07-11,2010-07-05,999-86-1625,S99977693,X3437653X,Mrs.,Kourtney511,,Nader710,,Hermann103,W,white,hispanic,F,South Gate  California  US,727 Herman Common,East Los Angeles,California,Los Angeles County,6037,90022,34.002324315862474,-118.13281767133539,67976.75,2506706.54,12904
b01c3ef1-b495-56d2-3c6a-7054bcc73c90,2011-12-28,,999-82-5371,,,,Josefina523,Mariana775,Jurado563,,,,asian,hispanic,F,Portsmouth  Saint John Parish  DM,744 Howe Underpass,Berkeley,California,Alameda County,6001,94709,37.8214956143121,-122.25723858993429,9672.87,103387.59,524121
b68135c5-6e41-7b90-d077-5fa149f452d3,1944-04-16,,999-29-6511,S99944054,X42807021X,Mr.,Joaquin141,Dominic463,Connelly992,,,M,white,hispanic,M,Corona  California  US,175 Lubowitz Brook Unit 57,Running Springs,California,San Bernardino County,6071,92382,34.24892701974061,-117.11758792594273,461061.34,634272.01,49023
6e77a4b6-3182-a9ca-5b6c-5734e81bf33f,1988-11-29,,999-82-5769,S99960696,X29103430X,Mr.,Tory770,,Becker968,,,D,white,nonhispanic,M,Turlock  California  US,114 Koss Terrace,Santa Ana,California,Orange County,6059,92866,33.74807486974248,-117.86972949378986,86363.37,198699.29,35328
5d6d31e5-5825-fa69-ab41-a042bedbbe04,1984-11-13,,999-46-1963,S99988498,X11672430X,Mr.,Esteban536,Tobias236,Durgan499,,,D,asian,nonhispanic,M,Citrus Heights  California  US,961 Hoppe Quay Unit 98,Vineyard,California,Sacramento County,,00000,38.50477972771262,-121.29565667993592,35119.77,100618.58,30663
00576264-2157-720b-d0a9-4650a700abad,1977-10-29,,999-59-5454,S99937358,X70417487X,Mrs.,Maritza144,,Murazik203,,Boyle917,M,white,nonhispanic,F,San Francisco  California  US,750 Halvorson Burg Apt 75,Cerritos,California,Los Angeles County,6037,90701,33.91442582539809,-118.11360445064176,308990.07,1187662.81,199694
f055a081-2936-f31c-af9e-ed279de594c4,1976-04-01,,999-71-2955,S99924339,X267784X,Mr.,Marquis364,Merle11,Dare640,,,S,white,nonhispanic,M,Victorville  California  US,815 Pfeffer Annex Suite 18,San Jose,California,Santa Clara County,6085,95134,37.30580824891028,-121.96520124560675,188332.48,0.00,95965
c729afe6-6b39-8407-a1f4-611949ef6ee0,1962-06-06,,999-58-3636,S99997670,X22543953X,Mrs.,Jon665,Santos184,Williamson769,,Nader710,D,white,nonhispanic,F,Los Angeles  California  US,898 Ratke Wall Apt 96,Hillsborough,California,San Mateo County,6081,94010,37.52850538559659,-122.40194223531093,146575.38,601617.06,779645
f24b66f5-78eb-f5aa-4d14-f69f69e8ecd7,1992-06-27,,999-31-8532,S99970523,X36830247X,Mr.,Francesco636,Kris249,Fahey393,,,S,white,nonhispanic,M,Los Angeles  California  US,808 Wyman Corner,Elk Grove,California,Sacramento County,6067,95757,38.45371696656529,-121.48013455435259,85093.45,35220.49,47503
