Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
42749d9f-0da5-c8a6-636b-25575c101551,1990-04-27,,999-44-8993,S99936130,X76642876X,Mr.,Lauren941,Clair921,Gerlach374,,,M,white,nonhispanic,M,Rancho Cucamonga  California  US,1055 Daniel Bridge Apt 73,Turlock,California,Stanislaus County,6099,95382,37.493551930531815,-120.88761889154057,420802.68,479169.08,61520
eafd91b4-98b8-a1bf-258d-3b69d900204f,2000-02-18,2020-09-19,999-85-1611,S99998864,X22749712X,Mr.,Erich201,Willie882,Bauch723,,,,white,nonhispanic,M,South El Monte  California  US,546 Streich Rapid,Santa Rosa,California,Sonoma County,6097,95472,38.3669065231801,-122.75028956193758,8780.86,873102.13,31408
21106cef-e547-8368-e9a2-139395c368dd,1959-05-14,,999-84-3182,S99942718,X48200316X,Mrs.,Shanti441,Tanesha560,Johns824,,Trantow673,M,white,nonhispanic,F,Fresno  California  US,786 Altenwerth Landing Suite 78,Hawthorne,California,Los Angeles County,6037,90304,33.909296578550105,-118.37346027555398,17996.97,1307632.41,15860
64cbda51-c273-e68c-6c11-b922833f9e40,1964-02-05,,999-81-4517,S99998711,X38930926X,Mr.,Douglass930,Tobias236,Predovic534,,,M,white,nonhispanic,M,Carson  California  US,992 Turner Port Unit 40,San Francisco,California,San Francisco County,6075,94127,37.786825744006066,-122.50126369258679,732644.20,532434.75,114469
89ef01ac-414c-63a0-4821-e3128e47a12a,1990-09-23,2006-04-23,999-78-6008,,,,Tad831,Leonel449,Yost751,,,,white,hispanic,M,San Fernando  California  US,620 DuBuque Meadow Unit 74,Commerce,California,Los Angeles County,6037,90023,34.03826991763021,-118.18294979300535,5374.44,351096.17,33911
07eed42a-024a-0386-ef3f-3c182a42140b,1967-06-13,,999-38-8624,S99933294,X41966366X,Ms.,Emerald468,,Will178,,,S,white,nonhispanic,F,Novato  California  US,484 Bruen Wynd Apt 14,Los Angeles,California,Los Angeles County,6037,90402,34.32110847717546,-118.51198227758202,334124.60,781975.25,211951
6b28c804-b340-1ecc-70e6-c2655587ad39,2009-12-01,,999-84-6233,S99952120,,,Miguel815,,Reséndez908,,,,white,hispanic,M,La Paz  Baja California  MX,948 Cartwright Road Unit 90,Hemet,California,Riverside County,6065,92544,33.77132776690171,-117.06191018336997,5550.00,657170.99,44029
80b01a20-eaf5-5d9d-2fac-6d590d410802,2018-10-09,,999-11-8854,,,,Kirstie385,Buffy238,Daugherty69,,,,white,nonhispanic,F,Wasco  California  US,287 Okuneva Fort,Pasadena,California,Los Angeles County,6037,91001,34.14465176516114,-118.17358593619389,21603.29,770.29,86639
d433226e-1d4a-128c-11ff-b57f7e9a6d06,1985-12-22,,999-82-9531,S99932317,X41724728X,Mrs.,Kalyn451,Fonda178,Raynor401,,MacGyver246,M,white,nonhispanic,F,Los Angeles  California  US,235 Fisher Union Apt 55,Redwood City,California,San Mateo County,6081,94061,37.518579732844806,-122.21907922776539,576224.46,1297540.02,62193
716e5feb-64e4-3397-9ade-910f97bdd21e,1990-09-23,,999-17-6196,S99922810,X74058920X,Mr.,Jarvis643,,Parisian75,,,M,white,hispanic,M,Huntington Park  California  US,856 Bergstrom Parade,Commerce,California,Los Angeles County,6037,90058,34.05648782023514,-118.06628224340399,23336.12,133096.57,33911
3e52d8ea-4f51-fa30-edc5-8a839e52a278,2023-04-15,,999-28-7617,,,,Jade952,Carolina179,Lehner980,,,,other,nonhispanic,F,Los Angeles  California  US,477 Carroll Forge Apt 38,Murrieta,California,Riverside County,6065,92584,33.66353226533059,-117.27885295571308,23147.64,7377.93,86133
1b52d7f2-8e78-9a04-883a-58f0494cca5b,2000-02-18,,999-14-9029,S99984862,X54396427X,Mr.,Quincy153,Shad704,Parker433,,,,white,nonhispanic,M,Los Angeles  California  US,573 Kuvalis Overpass Apt 39,Santa Rosa,California,Sonoma County,6097,95401,38.461095492357096,-122.65604919244848,21167.69,893885.16,31408
abce1a31-ec34-e754-2390-d793f15d82b1,2003-12-01,,999-45-6967,S99912564,X53753269X,Mr.,Shawn523,Tommy814,Fadel536,,,,asian,nonhispanic,M,San Francisco  California  US,527 Hudson Hollow Unit 71,Gilroy,California,Santa Clara County,6085,95020,36.98521767318913,-121.55101716591525,11108.75,63008.11,43234
b100b5b3-346b-142a-394a-cd7fd8616a49,1985-11-06,,999-45-7965,S99997620,X24415105X,Ms.,Lily490,,Windler79,,,S,black,nonhispanic,F,Yorba Linda  California  US,492 Dach Corner,Vallejo,California,Solano County,6095,94590,38.05387965765861,-122.25939811927685,160764.10,896180.64,182673
25b0b810-9837-729a-5b31-e398c89720fb,2006-07-22,,999-26-7697,S99953258,,Mr.,Lenard338,Alonzo487,Batz141,,,,white,nonhispanic,M,Windsor  California  US,994 DuBuque Flat Apt 52,Bay Point,California,Contra Costa County,6013,94565,37.98395497819758,-121.94335685193003,5598.47,143443.42,45613
0f0a5137-e373-f698-c296-54f7ba4be0b4,2024-12-07,,999-31-9703,,,,Joey457,Kendall673,Wyman904,,,,black,hispanic,M,Chula Vista  California  US,126 Schaden Crossroad,Sacramento,California,Sacramento County,6067,95822,38.62072211198615,-121.49171119002006,7440.77,0.00,86170
fae6c53d-3634-c33a-c19e-691f495aeca0,2021-12-07,,999-69-1663,,,,Valentine262,,Casper496,,,,asian,nonhispanic,F,Bakersfield  California  US,161 Bailey Branch,Los Angeles,California,Los Angeles County,6037,90067,33.96333176795428,-118.37581887730165,10676.58,19050.45,201161
c93abba8-91e3-680e-1dc0-8964b3191d35,1985-02-04,,999-43-6376,S99958517,X75701008X,Mrs.,Alisia5,Melina208,Roob72,,Kovacek682,M,white,nonhispanic,F,Long Beach  California  US,866 Padberg Wall Suite 41,Long Beach,California,Los Angeles County,6037,90814,33.83327564553641,-118.14825907846289,1418539.27,578971.33,59171
9e1ea194-dbc2-b81a-8fcf-70ef0c19e68b,1964-12-11,,999-51-2915,S99953234,X21260712X,Mr.,Víctor493,Alfonso758,Mota271,,,W,white,hispanic,M,Puebla  Puebla  MX,636 Swift Gateway Apt 18,Los Angeles,California,Los Angeles County,6037,90047,33.71109477065146,-118.26999918646426,116325.15,275745.08,33085
0037db82-1e19-8440-eb03-9bb242262a77,1977-03-09,,999-68-3390,S99952257,X42998090X,Mr.,Samuel331,,Madrid123,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,723 Larson Throughway Unit 87,Kensington,California,Contra Costa County,6001,94708,37.84011074325482,-122.25984039971314,151678.49,56813.73,353984
28a8f099-a823-740f-1bc9-37852e7063fd,1951-01-13,,999-31-3396,S99991207,X2360442X,Mr.,Emmitt44,Arturo47,Von197,,,M,asian,hispanic,M,Davis  California  US,270 Gaylord Passage,Citrus Heights,California,Sacramento County,6067,95610,38.612759309787144,-121.32149323099836,95338.11,207947.10,37026
fcfabac3-4bd2-b045-98fb-5e069ef05991,2021-07-13,,999-49-4001,,,,Ehtel928,Marylouise236,Fisher429,,,,white,nonhispanic,F,Solana Beach  California  US,719 Willms Wynd,West Sacramento,California,Yolo County,6113,95691,38.5870023880797,-121.62445828402142,1234.05,22600.34,19538
4c8a2c9d-09ed-68e9-a663-b78fa8b601da,1991-09-19,,999-94-9081,S99981793,X51246861X,Mr.,Dalton260,,Skiles927,,,S,white,nonhispanic,M,Los Angeles  California  US,1071 MacGyver Bay,Glendale,California,Los Angeles County,6037,91208,34.15244945991426,-118.24528291985428,51201.08,81727.71,260989
ffaef490-554e-96a2-00e8-72e9303d34ea,2023-05-24,,999-34-2698,,,,Meredith572,Glady857,Muller251,,,,white,nonhispanic,F,Bellflower  California  US,662 Romaguera Wynd,Woodland,California,Yolo County,6113,95776,38.67657788509043,-121.8073645368311,4816.46,4297.73,49506
545752c5-4601-f793-1214-d8233c80ed71,1965-05-18,,999-24-8059,S99942166,X48173818X,Mr.,Leigh689,Ivan258,Terry864,,,D,white,nonhispanic,M,Kraków  Lesser Poland  PL,1035 Botsford Branch Suite 6,Menlo Park,California,San Mateo County,6081,94025,37.36534212958249,-122.20718262186415,20013.85,400178.42,14952
9d2337fa-e634-b618-4a66-2a1720105e41,1962-11-10,2010-05-16,999-67-8260,S99925582,X34001155X,Mr.,Lanny564,Dante562,Grant908,,,M,white,nonhispanic,M,Los Angeles  California  US,1063 Kuhic Drive Apt 4,Chula Vista,California,San Diego County,6073,91902,32.70929235180318,-117.02374405905647,16161.88,1115832.19,14225
f724ec0c-991d-2375-2ca9-c7e89fab1c8d,2007-11-27,,999-87-4397,S99929935,,Ms.,Eneida722,Sharen57,Runolfsdottir785,,,,white,nonhispanic,F,Daly City  California  US,488 Weissnat Haven Apt 4,Fontana,California,San Bernardino County,6071,92316,34.09174160574392,-117.40014950013115,33688.13,46858.28,90091
8558f3e4-dc35-fd6b-fb71-483d8040b4b5,1999-01-18,,999-40-1508,S99969414,X39192734X,Ms.,Robena997,Georgeann302,Schroeder447,,,,white,hispanic,F,San Ramon  California  US,477 Toy Viaduct,Whittier,California,Los Angeles County,6037,90602,34.005354838135695,-118.05785383940128,10670.29,707789.20,27476
a334c57c-b478-7cf8-3c28-75efd9c41685,1981-03-12,,999-54-3214,S99927000,X40561145X,Mr.,Gordon377,,Hand679,,,M,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,557 Kling Route,Cupertino,California,Santa Clara County,6085,95014,37.29478232053885,-122.08539321774485,108812.30,9157.71,158960
c4a1b181-b80f-c095-85c9-38c18c169146,1958-08-20,2013-10-03,999-17-4919,S99955548,X72279653X,Mrs.,Melita22,Denae137,Mertz280,,Witting912,D,white,hispanic,F,Lancaster  California  US,502 Mitchell Gardens Apt 41,Winter Gardens,California,San Diego County,,00000,32.846318548092306,-116.96586806386023,22733.56,1186706.52,18328
caa95e01-6506-a77e-80a6-12b588743ac0,1945-04-18,,999-80-6929,S99985002,X44959664X,Mr.,Mike230,Forrest301,Blick895,,,W,black,nonhispanic,M,Temecula  California  US,695 Tremblay Dam,Los Angeles,California,Los Angeles County,6037,90037,34.070763951581974,-118.27994895730646,217068.50,126938.21,56638
3619bf8c-f391-fdf0-b18e-f6af6d1b479c,1980-12-21,,999-54-4568,S99930780,X59608706X,Mrs.,Suellen60,Johnetta529,Bechtelar572,,Torp761,D,white,nonhispanic,F,American Canyon  California  US,660 Haag Bridge,Long Beach,California,Los Angeles County,6037,90713,33.86842563342311,-118.20366700656639,524233.90,440711.94,96982
71afb44f-f05d-7905-1751-e1f5fa0c6a26,2010-06-28,,999-47-2109,,,,Ned189,Tad831,Grant908,,,,white,nonhispanic,M,Los Angeles  California  US,155 Carter Run Suite 77,Palmdale,California,Los Angeles County,6037,93591,34.52518260704148,-117.94127886845757,31916.45,32650.06,67449
6eafe375-2085-6c46-a517-cac24ea99dc1,1957-07-03,,999-82-9445,S99946017,X79508691X,Mrs.,Concepción765,,Archuleta517,,Gálvez271,D,black,hispanic,F,San Jose  San Jose  CR,380 Rempel Street Apt 45,Mead Valley,California,Riverside County,,00000,33.865220624978186,-117.28075750239346,903942.16,693063.09,38198
8c37c485-6688-dbeb-a504-781fde4f0c5f,2000-05-17,,999-73-7858,S99961050,X20697833X,Mr.,Ervin886,Marcelo725,Torphy630,,,,white,hispanic,M,Los Angeles  California  US,840 Dooley Loaf,Hawthorne,California,Los Angeles County,6037,90304,33.927721836732196,-118.32084997160395,513077.23,377758.33,99653
09acf3f5-0872-19ba-d2ae-b524d50ccd38,2006-05-31,,999-31-7044,S99942346,,Ms.,Gabriele201,Isa815,Bernier607,,,,white,nonhispanic,F,Merced  California  US,454 Bergnaum Dam Suite 45,Los Angeles,California,Los Angeles County,6037,91324,33.82405116623731,-118.25116918223529,10146.45,949822.94,16645
616e8a10-addd-72a2-99d6-eb47a10cb490,1935-11-22,,999-62-9762,S99956974,X13525179X,Mr.,Lauren941,Marquis364,Walker122,,,M,white,hispanic,M,South Gate  California  US,981 Prohaska Harbor,Upland,California,San Bernardino County,6071,91784,34.159380018337224,-117.61351370037218,153239.32,973214.26,38777
c01ad418-0868-d886-a6eb-5d6bd1b637b9,1983-02-28,,999-87-8978,S99995684,X51942713X,Mr.,Marcos263,Marcos263,Amaya149,,,M,black,hispanic,M,Santiago  Santiago Province  CL,868 Torphy Parade Apt 95,Fresno,California,Fresno County,6019,93650,36.631995648472035,-119.96695590461242,189153.22,74679.69,84830
05c8755f-371a-fd0e-f523-a0fe8875ede6,1962-11-10,,999-87-3078,S99984293,X29525443X,Mr.,Alexander630,Junior695,Padberg411,,,M,white,nonhispanic,M,Stockton  California  US,248 Jacobson Ferry,Chula Vista,California,San Diego County,6073,91911,32.71036656237773,-117.02532012197247,23496.04,681761.46,14225
e73fa4ee-02f0-aa38-c4e3-1d79307af3ea,1967-03-10,,999-50-8642,S99943746,X1485730X,Mrs.,Blair400,,Pacocha935,,Carroll471,M,white,hispanic,F,Torrance  California  US,861 Collier Run,Healdsburg,California,Sonoma County,6097,95448,38.654489061573024,-122.85923183892811,353005.41,1937152.43,978402
1c3c1863-4231-c1fc-123a-fe31d64ba015,1958-08-20,,999-63-2185,S99942129,X59362520X,Mrs.,Mollie266,Irina619,Schamberger479,,Stanton715,M,white,hispanic,F,Palmdale  California  US,344 Huel Way Apt 61,Winter Gardens,California,San Diego County,,00000,32.86837747446238,-116.90117114334218,23390.65,744823.50,18328
d9d2014a-ffe6-8c56-2831-32f960457819,2007-01-14,,999-26-5110,S99953256,,Mr.,Shon148,Granville802,Mills423,,,,white,nonhispanic,M,Baldwin Park  California  US,679 Kunze Rest Unit 10,San Gabriel,California,Los Angeles County,6037,91776,34.12377183685597,-118.10306234452682,39297.79,57387.11,124254
975c730a-7d81-f83a-f1fb-8d2c2a1c2574,1997-12-19,,999-32-3436,S99980684,X65548281X,Mrs.,María Eugenia578,Catalina187,Alcala54,,Valadez233,M,white,hispanic,F,Marigot  Saint Andrew Parish  DM,518 Schultz Trailer,Los Angeles,California,Los Angeles County,6037,90010,34.08614058536063,-118.39219453603569,130686.96,904938.10,25898
4d1633a0-5160-e58d-6b52-726d801b9fd5,1972-10-02,,999-16-6222,S99940315,X21728426X,Mrs.,Louvenia131,Janey243,Powlowski563,,Hoppe518,M,white,nonhispanic,F,San Diego  California  US,523 Mitchell Row Suite 89,Roseville,California,Placer County,6061,95765,38.76776220143778,-121.33421972168598,1034999.09,480317.93,74329
4f7964d2-d6ac-0d23-a1be-0a8ddbe1668f,2020-06-04,,999-58-5774,,,,Óscar156,Pablo44,Enríquez603,,,,white,hispanic,M,Carolina  Puerto Rico  PR,845 Robel Glen,Rancho Cucamonga,California,San Bernardino County,6071,91739,34.16465622631198,-117.50221721609846,25166.98,4365.98,142469
12ddb88a-8725-5ab9-5ccf-71592bd3514c,1960-04-01,,999-61-4624,S99947892,X4140489X,Mr.,Emil691,,Bauch723,,,D,white,nonhispanic,M,Ridgecrest  California  US,329 Steuber Fork,Sacramento,California,Sacramento County,6067,95815,38.58946884499201,-121.43595155557482,118954.67,198742.61,37256
86bf08db-0976-9cee-5538-e925fe0fc6a6,2025-11-06,,999-69-6024,,,,Lenna704,Philomena945,Kessler503,,,,white,nonhispanic,F,Los Angeles  California  US,650 Bednar Rue,Valle Vista,California,Riverside County,,00000,33.78222914943327,-116.92103428761288,1952.67,1978.73,83532
3928dd13-70e6-725b-2bd4-cde68d33ae25,2024-04-16,,999-40-4481,,,,Rafael239,David908,Schaefer657,,,,white,nonhispanic,M,Livermore  California  US,841 Hudson Well Unit 45,Vine Hill,California,Contra Costa County,,00000,38.012837494613485,-122.13649075293304,6193.17,54.71,149513
b9ed3725-0cab-a9a3-cdc6-cc6965883f70,1991-04-01,,999-21-6097,S99964534,X71108061X,Mr.,Jared66,,Goodwin327,,,M,hawaiian,nonhispanic,M,Lathrop  California  US,748 Pollich Trace Apt 20,Stanton,California,Orange County,6059,90680,33.83388442703498,-117.97496675037317,57615.31,83809.82,37067
af3117e2-be1a-fce4-caf3-d0a6ff00d485,2001-07-10,,999-54-8463,S99994925,X70735462X,Mr.,Henry768,Mathew182,Brakus656,,,,white,hispanic,M,San Jose  California  US,924 Hegmann Dale Apt 10,Chino Hills,California,San Bernardino County,6071,91710,33.96942359695239,-117.78551054852038,114508.74,43628.39,47398
abc99086-664b-8d29-b44e-d65e89943ff5,1950-04-30,,999-92-9254,S99929293,X20839258X,Mrs.,Leticia253,Gabriela205,Arredondo74,,Munguía264,D,asian,hispanic,F,San Salvador  El Salvador  SV,160 Pouros Burg,Bellflower,California,Los Angeles County,6037,90723,33.915844827415356,-118.21393906098105,498439.78,1119344.31,137928
af32f2a2-2e83-b603-adc7-932d6d48a89a,2012-08-01,,999-90-1176,,,,Milford485,Davis923,Jerde200,,,,white,nonhispanic,M,Modesto  California  US,1068 Ullrich Trailer,Los Angeles,California,Los Angeles County,6037,91606,34.03777070992067,-118.27125350350632,3100.42,54992.77,18729
384999f0-a73f-542c-c729-89d1adb11274,2007-02-28,,999-90-4215,S99961683,,Ms.,Carmel816,Sarita454,Leffler128,,,,white,nonhispanic,F,Seaside  California  US,974 Bahringer Overpass Apt 40,Arden-Arcade,California,Sacramento County,,00000,38.616071908083136,-121.37441652650318,78128.71,38769.69,447287
27ade989-10c8-1d8a-1b69-21162f36ae2a,1965-07-15,,999-18-2734,S99981502,X17558845X,Mr.,Wilton999,Jonathan639,Goodwin327,,,S,white,nonhispanic,M,Los Angeles  California  US,1085 Veum Rest Suite 9,Los Angeles,California,Los Angeles County,6037,91307,34.22403867923631,-118.58612882153685,204219.40,130230.31,45395
8bc447de-b631-f4bf-8dbf-67d72174496e,2018-03-30,,999-12-5491,,,,Brady998,Antoine384,Rippin620,,,,white,nonhispanic,M,San Gabriel  California  US,952 Kertzmann Gateway,Vista,California,San Diego County,6073,92083,33.23566838377305,-117.24727666326007,12448.63,2351.67,53625
93b2ab7b-6841-8b97-ca8a-0146f0d4291f,1959-04-24,,999-43-1611,S99941242,X63030789X,Mr.,August363,Hugo693,Ernser583,,,M,asian,hispanic,M,Los Angeles  California  US,526 Feil Trail Suite 15,San Francisco,California,San Francisco County,6075,94134,37.739344733549,-122.42256132507264,254366.65,163348.33,76689
895a77c3-fc7f-5d08-c4ac-2686adaf4683,1987-07-29,,999-89-3712,S99987687,X55388042X,Mr.,Ralph813,Marty115,Schroeder447,,,S,white,nonhispanic,M,Perris  California  US,908 Beier Skyway Unit 60,Huntington Beach,California,Orange County,6059,92649,33.750983302785166,-118.05236908298593,111720.00,54353.72,66296
